Bank_code,Period,Item,Scenario,AMOUNT
549300HFEHJOXGE4ZE63,201612,993002,3,0.375879379
549300HFEHJOXGE4ZE63,201412,993003,2,-0.702547809
549300HFEHJOXGE4ZE63,201412,993003,3,-1.088382386
549300HFEHJOXGE4ZE63,201512,993003,2,-0.421528685
549300HFEHJOXGE4ZE63,201512,993003,3,-0.653029431
549300HFEHJOXGE4ZE63,201612,993003,2,-0.281019124
549300HFEHJOXGE4ZE63,201612,993003,3,-0.435352954
549300HFEHJOXGE4ZE63,201312,993004,1,6.11530914
549300HFEHJOXGE4ZE63,201412,993004,2,5.246
549300HFEHJOXGE4ZE63,201412,993004,3,5.246
549300HFEHJOXGE4ZE63,201512,993004,2,0
549300HFEHJOXGE4ZE63,201512,993004,3,0
549300HFEHJOXGE4ZE63,201612,993004,2,0
549300HFEHJOXGE4ZE63,201612,993004,3,0
549300HFEHJOXGE4ZE63,201312,993005,1,37.17443526
549300HFEHJOXGE4ZE63,201412,993005,2,-15.65421735
549300HFEHJOXGE4ZE63,201412,993005,3,-22.82651845
549300HFEHJOXGE4ZE63,201512,993005,2,-26.92460822
549300HFEHJOXGE4ZE63,201512,993005,3,-50.11117805
549300HFEHJOXGE4ZE63,201612,993005,2,-14.28898968
549300HFEHJOXGE4ZE63,201612,993005,3,-52.83818989
549300HFEHJOXGE4ZE63,201312,993006,1,-215.0852942
549300HFEHJOXGE4ZE63,201412,993006,2,-5.544778917
549300HFEHJOXGE4ZE63,201412,993006,3,-45.49385718
549300HFEHJOXGE4ZE63,201512,993006,2,-1.169469265
549300HFEHJOXGE4ZE63,201512,993006,3,-6.54819898
549300HFEHJOXGE4ZE63,201612,993006,2,-1.754157768
549300HFEHJOXGE4ZE63,201612,993006,3,-6.015725762
549300HFEHJOXGE4ZE63,201312,993007,1,-245.8943183
549300HFEHJOXGE4ZE63,201412,993007,2,-5.544778917
549300HFEHJOXGE4ZE63,201412,993007,3,-45.49385718
549300HFEHJOXGE4ZE63,201512,993007,2,-1.169469265
549300HFEHJOXGE4ZE63,201512,993007,3,-6.54819898
549300HFEHJOXGE4ZE63,201612,993007,2,-1.754157768
549300HFEHJOXGE4ZE63,201612,993007,3,-6.015725762
549300HFEHJOXGE4ZE63,201312,993008,1,30.80902404
549300HFEHJOXGE4ZE63,201412,993008,2,0
549300HFEHJOXGE4ZE63,201412,993008,3,0
549300HFEHJOXGE4ZE63,201512,993008,2,0
549300HFEHJOXGE4ZE63,201512,993008,3,0
549300HFEHJOXGE4ZE63,201612,993008,2,0
549300HFEHJOXGE4ZE63,201612,993008,3,0
549300HFEHJOXGE4ZE63,201312,993009,1,0
549300HFEHJOXGE4ZE63,201412,993009,2,0
549300HFEHJOXGE4ZE63,201412,993009,3,0
549300HFEHJOXGE4ZE63,201512,993009,2,0
549300HFEHJOXGE4ZE63,201512,993009,3,0
549300HFEHJOXGE4ZE63,201612,993009,2,0
549300HFEHJOXGE4ZE63,201612,993009,3,0
549300HFEHJOXGE4ZE63,201312,993010,1,-177.910859
549300HFEHJOXGE4ZE63,201412,993010,2,-21.19899627
549300HFEHJOXGE4ZE63,201412,993010,3,-68.32037563
549300HFEHJOXGE4ZE63,201512,993010,2,-28.09407749
549300HFEHJOXGE4ZE63,201512,993010,3,-56.65937703
549300HFEHJOXGE4ZE63,201612,993010,2,-16.04314745
549300HFEHJOXGE4ZE63,201612,993010,3,-58.85391565
549300HFEHJOXGE4ZE63,201312,993011,1,0
549300HFEHJOXGE4ZE63,201412,993011,2,0
549300HFEHJOXGE4ZE63,201412,993011,3,0
549300HFEHJOXGE4ZE63,201512,993011,2,0
549300HFEHJOXGE4ZE63,201512,993011,3,0
549300HFEHJOXGE4ZE63,201612,993011,2,0
549300HFEHJOXGE4ZE63,201612,993011,3,0
549300HFEHJOXGE4ZE63,201312,993012,1,-177.910859
549300HFEHJOXGE4ZE63,201412,993012,2,-21.19899627
549300HFEHJOXGE4ZE63,201412,993012,3,-68.32037563
549300HFEHJOXGE4ZE63,201512,993012,2,-28.09407749
549300HFEHJOXGE4ZE63,201512,993012,3,-56.65937703
549300HFEHJOXGE4ZE63,201612,993012,2,-16.04314745
549300HFEHJOXGE4ZE63,201612,993012,3,-58.85391565
549300HFEHJOXGE4ZE63,201312,993013,1,61.434158442
549300HFEHJOXGE4ZE63,201412,993013,2,6.3596988809
549300HFEHJOXGE4ZE63,201412,993013,3,20.49611269
549300HFEHJOXGE4ZE63,201512,993013,2,8.428223247
549300HFEHJOXGE4ZE63,201512,993013,3,16.997813108
549300HFEHJOXGE4ZE63,201612,993013,2,4.8129442346
549300HFEHJOXGE4ZE63,201612,993013,3,17.656174696
549300HFEHJOXGE4ZE63,201312,993014,1,-116.4767005
549300HFEHJOXGE4ZE63,201412,993014,2,-14.83929739
549300HFEHJOXGE4ZE63,201412,993014,3,-47.82426294
549300HFEHJOXGE4ZE63,201512,993014,2,-19.66585424
549300HFEHJOXGE4ZE63,201512,993014,3,-39.66156392
549300HFEHJOXGE4ZE63,201612,993014,2,-11.23020321
549300HFEHJOXGE4ZE63,201612,993014,3,-41.19774096
549300HFEHJOXGE4ZE63,201312,993015,1,-116.4767005
549300HFEHJOXGE4ZE63,201412,993015,2,-14.83929739
549300HFEHJOXGE4ZE63,201412,993015,3,-47.82426294
549300HFEHJOXGE4ZE63,201512,993015,2,-19.66585424
549300HFEHJOXGE4ZE63,201512,993015,3,-39.66156392
549300HFEHJOXGE4ZE63,201612,993015,2,-11.23020321
549300HFEHJOXGE4ZE63,201612,993015,3,-41.19774096
549300HFEHJOXGE4ZE63,201312,993016,1,-116.4767005
549300HFEHJOXGE4ZE63,201412,993016,2,-14.83929739
549300HFEHJOXGE4ZE63,201412,993016,3,-47.82426294
549300HFEHJOXGE4ZE63,201512,993016,2,-19.66585424
549300HFEHJOXGE4ZE63,201512,993016,3,-39.66156392
549300HFEHJOXGE4ZE63,201612,993016,2,-11.23020321
549300HFEHJOXGE4ZE63,201612,993016,3,-41.19774096
549300HFEHJOXGE4ZE63,201312,993017,1,0
549300HFEHJOXGE4ZE63,201412,993017,2,0
549300HFEHJOXGE4ZE63,201412,993017,3,0
549300HFEHJOXGE4ZE63,201512,993017,2,0
549300HFEHJOXGE4ZE63,201512,993017,3,0
549300HFEHJOXGE4ZE63,201612,993017,2,0
549300HFEHJOXGE4ZE63,201612,993017,3,0
549300HFEHJOXGE4ZE63,201312,993101,1,5086.8492573
549300HFEHJOXGE4ZE63,201412,993101,2,5199.9449967
549300HFEHJOXGE4ZE63,201412,993101,3,9249.5562216
549300HFEHJOXGE4ZE63,201512,993101,2,4717.8319013
549300HFEHJOXGE4ZE63,201512,993101,3,8803.7693334
549300HFEHJOXGE4ZE63,201612,993101,2,4051.3045315
549300HFEHJOXGE4ZE63,201612,993101,3,8091.0133774
549300HFEHJOXGE4ZE63,201312,993102,1,526.93151498
549300HFEHJOXGE4ZE63,201412,993102,2,589.12564984
549300HFEHJOXGE4ZE63,201412,993102,3,795.19788796
549300HFEHJOXGE4ZE63,201512,993102,2,591.94030008
549300HFEHJOXGE4ZE63,201512,993102,3,882.52879108
549300HFEHJOXGE4ZE63,201612,993102,2,582.7519732
549300HFEHJOXGE4ZE63,201612,993102,3,900.09639967
549300HFEHJOXGE4ZE63,201312,993103,1,4559.9177424
549300HFEHJOXGE4ZE63,201412,993103,2,4610.8193469
549300HFEHJOXGE4ZE63,201412,993103,3,8454.3583337
549300HFEHJOXGE4ZE63,201512,993103,2,4125.8916012
549300HFEHJOXGE4ZE63,201512,993103,3,7921.2405423
549300HFEHJOXGE4ZE63,201612,993103,2,3468.5525583
549300HFEHJOXGE4ZE63,201612,993103,3,7190.9169777
549300HFEHJOXGE4ZE63,201312,993104,1,694.05846175
549300HFEHJOXGE4ZE63,201412,993104,2,694.05846175
549300HFEHJOXGE4ZE63,201412,993104,3,694.05846175
549300HFEHJOXGE4ZE63,201512,993104,2,694.05846175
549300HFEHJOXGE4ZE63,201512,993104,3,694.05846175
549300HFEHJOXGE4ZE63,201612,993104,2,694.05846175
549300HFEHJOXGE4ZE63,201612,993104,3,694.05846175
549300HFEHJOXGE4ZE63,201312,993105,1,372.29125
549300HFEHJOXGE4ZE63,201412,993105,2,372.29125
549300HFEHJOXGE4ZE63,201412,993105,3,372.29125
549300HFEHJOXGE4ZE63,201512,993105,2,372.29125
549300HFEHJOXGE4ZE63,201512,993105,3,372.29125
549300HFEHJOXGE4ZE63,201612,993105,2,396.08203662
549300HFEHJOXGE4ZE63,201612,993105,3,372.29125
549300HFEHJOXGE4ZE63,201312,993106,1,0
549300HFEHJOXGE4ZE63,201412,993106,2,0
549300HFEHJOXGE4ZE63,201412,993106,3,0
549300HFEHJOXGE4ZE63,201512,993106,2,0
549300HFEHJOXGE4ZE63,201512,993106,3,0
549300HFEHJOXGE4ZE63,201612,993106,2,0
549300HFEHJOXGE4ZE63,201612,993106,3,0
549300HFEHJOXGE4ZE63,201312,993107,1,6204.2199018
549300HFEHJOXGE4ZE63,201412,993107,2,6317.3156412
549300HFEHJOXGE4ZE63,201412,993107,3,10366.926866
549300HFEHJOXGE4ZE63,201512,993107,2,5835.2025457
549300HFEHJOXGE4ZE63,201512,993107,3,9921.1399778
549300HFEHJOXGE4ZE63,201612,993107,2,5192.4659625
549300HFEHJOXGE4ZE63,201612,993107,3,9208.3840218
549300HFEHJOXGE4ZE63,201312,993108,1,51.020932702
549300HFEHJOXGE4ZE63,201412,993108,2,51.020932702
549300HFEHJOXGE4ZE63,201412,993108,3,51.020932702
549300HFEHJOXGE4ZE63,201512,993108,2,51.020932702
549300HFEHJOXGE4ZE63,201512,993108,3,51.020932702
549300HFEHJOXGE4ZE63,201612,993108,2,51.020932702
549300HFEHJOXGE4ZE63,201612,993108,3,51.020932702
549300HFEHJOXGE4ZE63,201312,993201,1,4369.7339314
549300HFEHJOXGE4ZE63,201312,993202,1,0
549300HFEHJOXGE4ZE63,201312,993203,1,0
549300HFEHJOXGE4ZE63,201312,993204,1,4369.7339314
549300HFEHJOXGE4ZE63,201312,993205,1,526.93151498
549300HFEHJOXGE4ZE63,201412,993205,2,589.12564984
549300HFEHJOXGE4ZE63,201412,993205,3,795.19788796
549300HFEHJOXGE4ZE63,201512,993205,2,591.94030008
549300HFEHJOXGE4ZE63,201512,993205,3,882.52879108
549300HFEHJOXGE4ZE63,201612,993205,2,582.7519732
549300HFEHJOXGE4ZE63,201612,993205,3,900.09639967
549300HFEHJOXGE4ZE63,201312,993206,1,0
549300HFEHJOXGE4ZE63,201412,993206,2,0
549300HFEHJOXGE4ZE63,201412,993206,3,0
549300HFEHJOXGE4ZE63,201512,993206,2,0
549300HFEHJOXGE4ZE63,201512,993206,3,0
549300HFEHJOXGE4ZE63,201612,993206,2,0
549300HFEHJOXGE4ZE63,201612,993206,3,0
549300HFEHJOXGE4ZE63,201312,993207,1,526.93151498
549300HFEHJOXGE4ZE63,201412,993207,2,589.12564984
549300HFEHJOXGE4ZE63,201412,993207,3,795.19788796
549300HFEHJOXGE4ZE63,201512,993207,2,591.94030008
549300HFEHJOXGE4ZE63,201512,993207,3,882.52879108
549300HFEHJOXGE4ZE63,201612,993207,2,582.7519732
549300HFEHJOXGE4ZE63,201612,993207,3,900.09639967
549300HFEHJOXGE4ZE63,201312,993208,1,0
549300HFEHJOXGE4ZE63,201412,993208,2,0
549300HFEHJOXGE4ZE63,201412,993208,3,0
549300HFEHJOXGE4ZE63,201512,993208,2,0
549300HFEHJOXGE4ZE63,201512,993208,3,0
549300HFEHJOXGE4ZE63,201612,993208,2,0
549300HFEHJOXGE4ZE63,201612,993208,3,0
549300HFEHJOXGE4ZE63,201312,993209,1,0
549300HFEHJOXGE4ZE63,201412,993209,2,0
549300HFEHJOXGE4ZE63,201412,993209,3,0
549300HFEHJOXGE4ZE63,201512,993209,2,0
549300HFEHJOXGE4ZE63,201512,993209,3,0
549300HFEHJOXGE4ZE63,201612,993209,2,0
549300HFEHJOXGE4ZE63,201612,993209,3,0
549300HFEHJOXGE4ZE63,201312,993210,1,0
549300HFEHJOXGE4ZE63,201412,993210,2,0
549300HFEHJOXGE4ZE63,201412,993210,3,0
549300HFEHJOXGE4ZE63,201512,993210,2,0
549300HFEHJOXGE4ZE63,201512,993210,3,0
549300HFEHJOXGE4ZE63,201612,993210,2,0
549300HFEHJOXGE4ZE63,201612,993210,3,0
549300HFEHJOXGE4ZE63,201312,993401,1,1483.4905909
549300HFEHJOXGE4ZE63,201412,993401,2,1427.4068678
549300HFEHJOXGE4ZE63,201412,993401,3,1383.157668
549300HFEHJOXGE4ZE63,201512,993401,2,1385.5167645
549300HFEHJOXGE4ZE63,201512,993401,3,1313.5611401
549300HFEHJOXGE4ZE63,201612,993401,2,1351.896011
549300HFEHJOXGE4ZE63,201612,993401,3,1231.269009
549300HFEHJOXGE4ZE63,201312,993402,1,1446.2158729
549300HFEHJOXGE4ZE63,201412,993402,2,1417.3068678
549300HFEHJOXGE4ZE63,201412,993402,3,1367.277668
549300HFEHJOXGE4ZE63,201512,993402,2,1374.1767645
549300HFEHJOXGE4ZE63,201512,993402,3,1294.8811401
549300HFEHJOXGE4ZE63,201612,993402,2,1340.276011
549300HFEHJOXGE4ZE63,201612,993402,3,1212.509009
549300HFEHJOXGE4ZE63,201312,993403,1,1445.00015
549300HFEHJOXGE4ZE63,201412,993403,2,1445.00015
549300HFEHJOXGE4ZE63,201412,993403,3,1445.00015
549300HFEHJOXGE4ZE63,201512,993403,2,1445.00015
549300HFEHJOXGE4ZE63,201512,993403,3,1445.00015
549300HFEHJOXGE4ZE63,201612,993403,2,1445.00015
549300HFEHJOXGE4ZE63,201612,993403,3,1445.00015
549300HFEHJOXGE4ZE63,201312,993404,1,0
549300HFEHJOXGE4ZE63,201412,993404,2,0
549300HFEHJOXGE4ZE63,201412,993404,3,0
549300HFEHJOXGE4ZE63,201512,993404,2,0
549300HFEHJOXGE4ZE63,201512,993404,3,0
549300HFEHJOXGE4ZE63,201612,993404,2,0
549300HFEHJOXGE4ZE63,201612,993404,3,0
549300HFEHJOXGE4ZE63,201312,993405,1,53.128321161
549300HFEHJOXGE4ZE63,201412,993405,2,38.289023772
549300HFEHJOXGE4ZE63,201412,993405,3,5.3040582187
549300HFEHJOXGE4ZE63,201512,993405,2,18.623169529
549300HFEHJOXGE4ZE63,201512,993405,3,-34.3575057
549300HFEHJOXGE4ZE63,201612,993405,2,7.3929663152
549300HFEHJOXGE4ZE63,201612,993405,3,-75.55524666
549300HFEHJOXGE4ZE63,201312,993406,1,-174.2717758
549300HFEHJOXGE4ZE63,201412,993406,2,-175.5845086
549300HFEHJOXGE4ZE63,201412,993406,3,-256.2225461
549300HFEHJOXGE4ZE63,201512,993406,2,-176.3721483
549300HFEHJOXGE4ZE63,201512,993406,3,-234.5824548
549300HFEHJOXGE4ZE63,201612,993406,2,-176.8972415
549300HFEHJOXGE4ZE63,201612,993406,3,-245.780995
549300HFEHJOXGE4ZE63,201312,993407,1,-72.06673529
549300HFEHJOXGE4ZE63,201412,993407,2,-72.06673529
549300HFEHJOXGE4ZE63,201412,993407,3,-151.5932273
549300HFEHJOXGE4ZE63,201512,993407,2,-72.06673529
549300HFEHJOXGE4ZE63,201512,993407,3,-128.498569
549300HFEHJOXGE4ZE63,201612,993407,2,-72.06673529
549300HFEHJOXGE4ZE63,201612,993407,3,-138.7273979
549300HFEHJOXGE4ZE63,201312,993408,1,-72.45664788
549300HFEHJOXGE4ZE63,201412,993408,2,-73.76938073
549300HFEHJOXGE4ZE63,201412,993408,3,-74.8809262
549300HFEHJOXGE4ZE63,201512,993408,2,-74.55702044
549300HFEHJOXGE4ZE63,201512,993408,3,-76.33549318
549300HFEHJOXGE4ZE63,201612,993408,2,-75.08211357
549300HFEHJOXGE4ZE63,201612,993408,3,-77.30520451
549300HFEHJOXGE4ZE63,201312,993409,1,45.63398127
549300HFEHJOXGE4ZE63,201412,993409,2,45.63398127
549300HFEHJOXGE4ZE63,201412,993409,3,45.63398127
549300HFEHJOXGE4ZE63,201512,993409,2,45.63398127
549300HFEHJOXGE4ZE63,201512,993409,3,45.63398127
549300HFEHJOXGE4ZE63,201612,993409,2,45.63398127
549300HFEHJOXGE4ZE63,201612,993409,3,45.63398127
549300HFEHJOXGE4ZE63,201312,993410,1,0
549300HFEHJOXGE4ZE63,201412,993410,2,0
549300HFEHJOXGE4ZE63,201412,993410,3,0
549300HFEHJOXGE4ZE63,201512,993410,2,0
549300HFEHJOXGE4ZE63,201512,993410,3,0
549300HFEHJOXGE4ZE63,201612,993410,2,0
549300HFEHJOXGE4ZE63,201612,993410,3,0
549300HFEHJOXGE4ZE63,201312,993411,1,0
549300HFEHJOXGE4ZE63,201412,993411,2,0
549300HFEHJOXGE4ZE63,201412,993411,3,0
549300HFEHJOXGE4ZE63,201512,993411,2,0
549300HFEHJOXGE4ZE63,201512,993411,3,0
549300HFEHJOXGE4ZE63,201612,993411,2,0
549300HFEHJOXGE4ZE63,201612,993411,3,0
549300HFEHJOXGE4ZE63,201312,993412,1,-12.59089174
549300HFEHJOXGE4ZE63,201412,993412,2,-12.59089174
549300HFEHJOXGE4ZE63,201412,993412,3,-12.59089174
549300HFEHJOXGE4ZE63,201512,993412,2,-12.59089174
549300HFEHJOXGE4ZE63,201512,993412,3,-12.59089174
549300HFEHJOXGE4ZE63,201612,993412,2,-12.59089174
549300HFEHJOXGE4ZE63,201612,993412,3,-12.59089174
549300HFEHJOXGE4ZE63,201312,993413,1,57.653388231
549300HFEHJOXGE4ZE63,201412,993413,2,57.653388231
549300HFEHJOXGE4ZE63,201412,993413,3,121.27458181
549300HFEHJOXGE4ZE63,201512,993413,2,43.240041173
549300HFEHJOXGE4ZE63,201512,993413,3,77.099141426
549300HFEHJOXGE4ZE63,201612,993413,2,28.826694115
549300HFEHJOXGE4ZE63,201612,993413,3,55.490959142
549300HFEHJOXGE4ZE63,201312,993414,1,0
549300HFEHJOXGE4ZE63,201412,993414,2,0
549300HFEHJOXGE4ZE63,201412,993414,3,0
549300HFEHJOXGE4ZE63,201512,993414,2,0
549300HFEHJOXGE4ZE63,201512,993414,3,0
549300HFEHJOXGE4ZE63,201612,993414,2,0
549300HFEHJOXGE4ZE63,201612,993414,3,0
549300HFEHJOXGE4ZE63,201312,993415,1,0
549300HFEHJOXGE4ZE63,201412,993415,2,0
549300HFEHJOXGE4ZE63,201412,993415,3,0
549300HFEHJOXGE4ZE63,201512,993415,2,0
549300HFEHJOXGE4ZE63,201512,993415,3,0
549300HFEHJOXGE4ZE63,201612,993415,2,0
549300HFEHJOXGE4ZE63,201612,993415,3,0
549300HFEHJOXGE4ZE63,201312,993416,1,-1.33730028
549300HFEHJOXGE4ZE63,201412,993416,2,-14.09427511
549300HFEHJOXGE4ZE63,201412,993416,3,-14.12166549
549300HFEHJOXGE4ZE63,201512,993416,2,-14.35753742
549300HFEHJOXGE4ZE63,201512,993416,3,-16.32128028
549300HFEHJOXGE4ZE63,201612,993416,2,-14.0896475
549300HFEHJOXGE4ZE63,201612,993416,3,-16.68894809
549300HFEHJOXGE4ZE63,201312,993417,1,0
549300HFEHJOXGE4ZE63,201412,993417,2,0
549300HFEHJOXGE4ZE63,201412,993417,3,0
549300HFEHJOXGE4ZE63,201512,993417,2,0
549300HFEHJOXGE4ZE63,201512,993417,3,0
549300HFEHJOXGE4ZE63,201612,993417,2,0
549300HFEHJOXGE4ZE63,201612,993417,3,0
549300HFEHJOXGE4ZE63,201312,993418,1,0
549300HFEHJOXGE4ZE63,201412,993418,2,0
549300HFEHJOXGE4ZE63,201412,993418,3,0
549300HFEHJOXGE4ZE63,201512,993418,2,0
549300HFEHJOXGE4ZE63,201512,993418,3,0
549300HFEHJOXGE4ZE63,201612,993418,2,0
549300HFEHJOXGE4ZE63,201612,993418,3,0
549300HFEHJOXGE4ZE63,201312,993419,1,0
549300HFEHJOXGE4ZE63,201412,993419,2,0
549300HFEHJOXGE4ZE63,201412,993419,3,0
549300HFEHJOXGE4ZE63,201512,993419,2,0
549300HFEHJOXGE4ZE63,201512,993419,3,0
549300HFEHJOXGE4ZE63,201612,993419,2,0
549300HFEHJOXGE4ZE63,201612,993419,3,0
549300HFEHJOXGE4ZE63,201312,993420,1,0
549300HFEHJOXGE4ZE63,201412,993420,2,0
549300HFEHJOXGE4ZE63,201412,993420,3,0
549300HFEHJOXGE4ZE63,201512,993420,2,0
549300HFEHJOXGE4ZE63,201512,993420,3,0
549300HFEHJOXGE4ZE63,201612,993420,2,0
549300HFEHJOXGE4ZE63,201612,993420,3,0
549300HFEHJOXGE4ZE63,201312,993421,1,0
549300HFEHJOXGE4ZE63,201412,993421,2,0
549300HFEHJOXGE4ZE63,201412,993421,3,0
549300HFEHJOXGE4ZE63,201512,993421,2,0
549300HFEHJOXGE4ZE63,201512,993421,3,0
549300HFEHJOXGE4ZE63,201612,993421,2,0
549300HFEHJOXGE4ZE63,201612,993421,3,0
549300HFEHJOXGE4ZE63,201312,993422,1,0
549300HFEHJOXGE4ZE63,201412,993422,2,0
549300HFEHJOXGE4ZE63,201412,993422,3,0
549300HFEHJOXGE4ZE63,201512,993422,2,0
549300HFEHJOXGE4ZE63,201512,993422,3,0
549300HFEHJOXGE4ZE63,201612,993422,2,0
549300HFEHJOXGE4ZE63,201612,993422,3,0
549300HFEHJOXGE4ZE63,201312,993423,1,0
549300HFEHJOXGE4ZE63,201412,993423,2,0
549300HFEHJOXGE4ZE63,201412,993423,3,0
549300HFEHJOXGE4ZE63,201512,993423,2,0
549300HFEHJOXGE4ZE63,201512,993423,3,0
549300HFEHJOXGE4ZE63,201612,993423,2,0
549300HFEHJOXGE4ZE63,201612,993423,3,0
549300HFEHJOXGE4ZE63,201312,993424,1,0
549300HFEHJOXGE4ZE63,201412,993424,2,0
549300HFEHJOXGE4ZE63,201412,993424,3,0
549300HFEHJOXGE4ZE63,201512,993424,2,0
549300HFEHJOXGE4ZE63,201512,993424,3,0
549300HFEHJOXGE4ZE63,201612,993424,2,0
549300HFEHJOXGE4ZE63,201612,993424,3,0
549300HFEHJOXGE4ZE63,201312,993425,1,0
549300HFEHJOXGE4ZE63,201412,993425,2,0
549300HFEHJOXGE4ZE63,201412,993425,3,0
549300HFEHJOXGE4ZE63,201512,993425,2,0
549300HFEHJOXGE4ZE63,201512,993425,3,0
549300HFEHJOXGE4ZE63,201612,993425,2,0
549300HFEHJOXGE4ZE63,201612,993425,3,0
549300HFEHJOXGE4ZE63,201312,993426,1,33
549300HFEHJOXGE4ZE63,201412,993426,2,33
549300HFEHJOXGE4ZE63,201412,993426,3,33
549300HFEHJOXGE4ZE63,201512,993426,2,25
549300HFEHJOXGE4ZE63,201512,993426,3,25
549300HFEHJOXGE4ZE63,201612,993426,2,17
549300HFEHJOXGE4ZE63,201612,993426,3,17
549300HFEHJOXGE4ZE63,201312,993427,1,0
549300HFEHJOXGE4ZE63,201412,993427,2,0
549300HFEHJOXGE4ZE63,201412,993427,3,0
549300HFEHJOXGE4ZE63,201512,993427,2,0
549300HFEHJOXGE4ZE63,201512,993427,3,0
549300HFEHJOXGE4ZE63,201612,993427,2,0
549300HFEHJOXGE4ZE63,201612,993427,3,0
549300HFEHJOXGE4ZE63,201312,993428,1,0
549300HFEHJOXGE4ZE63,201412,993428,2,0
549300HFEHJOXGE4ZE63,201412,993428,3,0
549300HFEHJOXGE4ZE63,201512,993428,2,0
549300HFEHJOXGE4ZE63,201512,993428,3,0
549300HFEHJOXGE4ZE63,201612,993428,2,0
549300HFEHJOXGE4ZE63,201612,993428,3,0
549300HFEHJOXGE4ZE63,201312,993429,1,33
549300HFEHJOXGE4ZE63,201412,993429,2,33
549300HFEHJOXGE4ZE63,201412,993429,3,33
549300HFEHJOXGE4ZE63,201512,993429,2,25
549300HFEHJOXGE4ZE63,201512,993429,3,25
549300HFEHJOXGE4ZE63,201612,993429,2,17
549300HFEHJOXGE4ZE63,201612,993429,3,17
549300HFEHJOXGE4ZE63,201312,993430,1,0
549300HFEHJOXGE4ZE63,201412,993430,2,0
549300HFEHJOXGE4ZE63,201412,993430,3,0
549300HFEHJOXGE4ZE63,201512,993430,2,0
549300HFEHJOXGE4ZE63,201512,993430,3,0
549300HFEHJOXGE4ZE63,201612,993430,2,0
549300HFEHJOXGE4ZE63,201612,993430,3,0
549300HFEHJOXGE4ZE63,201312,993431,1,0
549300HFEHJOXGE4ZE63,201412,993431,2,0
549300HFEHJOXGE4ZE63,201412,993431,3,0
549300HFEHJOXGE4ZE63,201512,993431,2,0
549300HFEHJOXGE4ZE63,201512,993431,3,0
549300HFEHJOXGE4ZE63,201612,993431,2,0
549300HFEHJOXGE4ZE63,201612,993431,3,0
549300HFEHJOXGE4ZE63,201312,993432,1,1446.2158729
549300HFEHJOXGE4ZE63,201412,993432,2,1417.3068678
549300HFEHJOXGE4ZE63,201412,993432,3,1367.277668
549300HFEHJOXGE4ZE63,201512,993432,2,1374.1767645
549300HFEHJOXGE4ZE63,201512,993432,3,1294.8811401
549300HFEHJOXGE4ZE63,201612,993432,2,1340.276011
549300HFEHJOXGE4ZE63,201612,993432,3,1212.509009
549300HFEHJOXGE4ZE63,201312,993433,1,37.274718033
549300HFEHJOXGE4ZE63,201412,993433,2,10.1
549300HFEHJOXGE4ZE63,201412,993433,3,15.88
549300HFEHJOXGE4ZE63,201512,993433,2,11.34
549300HFEHJOXGE4ZE63,201512,993433,3,18.68
549300HFEHJOXGE4ZE63,201612,993433,2,11.62
549300HFEHJOXGE4ZE63,201612,993433,3,18.76
549300HFEHJOXGE4ZE63,201312,993434,1,6204.2199018
549300HFEHJOXGE4ZE63,201412,993434,2,6317.3156412
549300HFEHJOXGE4ZE63,201412,993434,3,10366.926866
549300HFEHJOXGE4ZE63,201512,993434,2,5835.2025457
549300HFEHJOXGE4ZE63,201512,993434,3,9921.1399778
549300HFEHJOXGE4ZE63,201612,993434,2,5192.4659625
549300HFEHJOXGE4ZE63,201612,993434,3,9208.3840218
549300HFEHJOXGE4ZE63,201312,993435,1,0
549300HFEHJOXGE4ZE63,201412,993435,2,0
549300HFEHJOXGE4ZE63,201412,993435,3,0
549300HFEHJOXGE4ZE63,201512,993435,2,0
549300HFEHJOXGE4ZE63,201512,993435,3,0
549300HFEHJOXGE4ZE63,201612,993435,2,0
549300HFEHJOXGE4ZE63,201612,993435,3,0
549300HFEHJOXGE4ZE63,201312,993436,1,0
549300HFEHJOXGE4ZE63,201412,993436,2,0
549300HFEHJOXGE4ZE63,201412,993436,3,0
549300HFEHJOXGE4ZE63,201512,993436,2,0
549300HFEHJOXGE4ZE63,201512,993436,3,0
549300HFEHJOXGE4ZE63,201612,993436,2,0
549300HFEHJOXGE4ZE63,201612,993436,3,0
549300HFEHJOXGE4ZE63,201312,993437,1,0
549300HFEHJOXGE4ZE63,201412,993437,2,0
549300HFEHJOXGE4ZE63,201412,993437,3,0
549300HFEHJOXGE4ZE63,201512,993437,2,0
549300HFEHJOXGE4ZE63,201512,993437,3,0
549300HFEHJOXGE4ZE63,201612,993437,2,0
549300HFEHJOXGE4ZE63,201612,993437,3,0
549300HFEHJOXGE4ZE63,201312,993438,1,0
549300HFEHJOXGE4ZE63,201412,993438,2,0
549300HFEHJOXGE4ZE63,201412,993438,3,0
549300HFEHJOXGE4ZE63,201512,993438,2,0
549300HFEHJOXGE4ZE63,201512,993438,3,0
549300HFEHJOXGE4ZE63,201612,993438,2,0
549300HFEHJOXGE4ZE63,201612,993438,3,0
549300HFEHJOXGE4ZE63,201312,993439,1,0
549300HFEHJOXGE4ZE63,201412,993439,2,0
549300HFEHJOXGE4ZE63,201412,993439,3,0
549300HFEHJOXGE4ZE63,201512,993439,2,0
549300HFEHJOXGE4ZE63,201512,993439,3,0
